Manufacturers Name,Business Name,Date Of Accident,Time Of Accident,AM,PM,Vehicle Year,Make,Model,License Plate Number,Vehicle Identification Number,State Vehicle Is Registered In,Address Of Accident,City,County,State,Zip Code,Moving,Stopped In Traffic,Pedestrian Involved,Bicyclist Involved,Undefined,Other,Number Of Vehicles Involved,Damage: Unknown,Damage: None,Damage: Minor,Damage: Moderate,Damage: Major,Click 1,Left Rear 1,Rear Bumper,Right Rear 1,Left Rear 2,Left Rear 3,Right Rear 2,Right Rear 3,Left Rear Passenger 1,Left Rear Passenger 2,Right Rear Passenger 1,Right Rear Passenger 2,Left Rear Passenger 3,Left Rear Passenger 4,Right Rear Passenger 3,Right Rear Passenger 4,Front Driver Side 1,Front Driver Side 2,Front Passenger Side 1,Front Passenger Side 2,Front Driver Side 3,Front Driver Side 4,Front Passenger Side 3,Front Passenger Side 4,Left Front Corner 1,Left Front Corner 2,Right Front Corner 1,Right Front Corner 2,Left Front Corner 3,Front Bumper,Model_2,License Plate Number_2,Vehicle Identification Number_2,State Vehicle Is Registered In_2,Moving_2,Stopped In Traffic_2,Pedestrian_2,Bicyclist_2,Undefined_2,Other_2,Number Of Vehicles Involved_2,Drivers Full Name First Middle Last_2,Conventional Mode,Accident Detail Description,Additional Information Attached_3,Weather A 1,Weather A 2,Weather B 1,Weather B 2,Weather C 1,Weather C 2,Weather D 1,Weather D 2,Weather E 1,Weather E 2,Weather F 1,Weather F 2,Weather G 1,Weather G 2,Lighting A 1,Lighting A 2,Lighting B 1,Lighting B 2,Lighting C 1,Lighting C 2,Lighting D 1,Lighting D 2,Lighting E 1,Lighting E 2,Roadway A 1,Roadway A 2,Roadway B 1,Roadway B 2,Roadway C 1,Roadway C 2,Roadway D 1,Roadway D 2,Road Conditions A 1,Road Conditions A 2,Road Conditions B 1,Road Conditions B 2,Road Conditions C 1,Road Conditions C 2,Road Conditions D 1,Road Conditions D 2,Road Conditions E 1,Road Conditions E 2,Road Conditions F 1,Road Conditions F 2,Road Conditions G 1,Road Conditions G 2,Road Conditions H 1,Road Conditions H 2,Movement A 1,Movement A 2,Movement  B 1,Movement  B 2,Movement C 1,Movement C 2,Movement  D 1,Movement  D 2,Movement  E 1,Movement  E 2,Movement  F 1,Movement  F 2,Movement  G 1,Movement  G 2,Movement  H 1,Movement  H 2,Movement  I 1,Movement  I 2,Movement J 1,Movement J 2,Movement  K 1,Movement  K 2,Movement  L 1,Movement  L 2,Movement  M 1,Movement  M 2,Movement  N 1,Movement  N 2,Movement  O 1,Movement  O 2,Movement  P 1,Movement  P 2,Movement  Q 1,Movement  Q 2,Movement  R 1,Movement  R 2,Type A 1,Type A 2,Type B 1,Type B 2,Type C 1,Type C 2,Type D 1,Type D 2,Type E 1,Type E 2,Type F 1,Type F 2,Type G 1,Type G 2,Type H 1,Type H 2,Other A Yes,Other A No,Other B,Other C,Other D,Other E,Other F,Other G,Other H Yes,Other H No,Other I,Other J,Other K,Other L,Right Front Corner 3,Vehicle Year_2,Autonomous Mode,Latitude,Longitude,Narrow Roadway,Parked Vehicles,Intersection,Struck by Others,Other Party
Waymo LLC,Waymo LLC,6/29/2023,11:18,,Yes,2021.0,Jaguar,I-Pace,,,CA,4th Street at S. June Street,Los Angeles,Los Angeles,CA,90020.0,,Yes,,,,,2,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Chevrolet Silverado,,,CA,Yes,,,,,,2.0,,,"On June 29, 2023 at 11:18 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a pick-up truck on 4th Street at S. June Street.  The Waymo AV was traveling eastbound on 4th Street and stopped at a stop sign at the intersection of S. June Street when a pick-up truck approached the Waymo AV from behind and made contact with the rear of the Waymo AV. The Waymo AV test driver took manual control of the Waymo AV to pull over, and the pick-up truck made further contact the Waymo AV. At the time of the initial impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage. ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,34.06711948,-118.3341961,-1,0,1,1,2
Waymo LLC,Waymo LLC,6/29/2023,7:50,Yes,,2021.0,Jaguar,I-Pace,,,CA,Jersey Street at Church Street,San Francisco,San Francisco,CA,94114.0,,Yes,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford F-150,,,,Yes,,,,,,,,,"On June 29, 2023 at 7:50 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a pickup truck on Jersey Street at Church Street.   The Waymo AV was traveling eastbound on Jersey Street and stopped at a stop sign at the intersection of Church Street. While yielding to pedestrians crossing the street, a pickup truck traveling directly behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.  ",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.75101975,-122.4274013,-1,0,1,1,2
Cruise LLC,Cruise,7/2/2023,12:07,Yes,,2023.0,Cruise,AV,,,CA,190 Franklin St,San Francisco,San Francisco,CA,94102.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,Kia Forte,,,,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling northbound on Franklin Street in the second rightmost lane between Hayes Street and Fell Street. At the same time, a white Kia Forte traveling in the adjacent center lane veered into the Cruise AV’s lane without a turn signal. Shortly thereafter, contact was made with the Cruise AV’s driver side front and rear passenger door, damaging the driver side front and rear passenger door of the Cruise AV. The driver of the white Kia Forte left the scene without exchanging information. There were no reported injuries.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,Yes,37.77599161,-122.4211077,0,0,0,1,1
Waymo LLC,Waymo LLC,7/3/2023,1:13,,Yes,2021.0,Jaguar,I-Pace,,,CA,Hampshire Street at 21st Street,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Toyota Avalon XLS,,,CA,,Yes,,,,,2.0,,Yes,"On July 3, 2023 at 1:13 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Hampshire Street at 21st Street.   The Waymo AV was traveling southbound on Hampshire Street in autonomous mode when it began to brake as it approached a stopped van on the oncoming side of the narrow roadway. The Waymo AV test driver transitioned to manual mode and began proceeding straight when the passenger side front sensor housing of the Waymo AV made contact with the driver side mirror of a passenger car parked along the curb on southbound Hampshire Street. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both the Waymo AV and the passenger car sustained damage. ",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,,37.75798686,-122.4077585,[1],[1],[1],[1],[1]
Waymo LLC,Waymo LLC,7/8/2023,3:08,,Yes,2021.0,Jaguar,I-Pace,,,CA,S Alameda Street and 6th Street,Los Angeles,Los Angeles,CA,90021.0,Yes,,,,,,1,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,1.0,,,"On July 8, 2023 at 3:08 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a cyclist on S. Alameda Street at 6th Street.  The Waymo AV was traveling southbound on S. Alameda Street and preparing to make a right turn onto westbound 6th Street. As the Waymo AV was yielding to cross-traffic and preparing to make a right turn, a cyclist was traveling eastbound on 6th Street and heading the wrong way in the bike lane. The cyclist then turned left, northbound, onto S. Alameda Street, continuing to travel the wrong direction in the bike lane. As the Waymo AV slowly proceeded forward, the cyclist passed the Waymo AV and made contact with the rear passenger side sensor of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information.",,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,34.0385531,-118.2384065,-1,0,1,1,4
Waymo LLC,Waymo LLC,7/11/2023,10:13,Yes,,2021.0,Jaguar,I-Pace,,,CA,Martin Ave at Mullin Ave ,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,GMC Envoy,,,CA,,Yes,,,,,2.0,,Yes,"On July 11, 2023 at 10:13 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Martin Avenue at Mullen Avenue.  While completing a right turn from Martin Avenue onto Mullen Avenue in autonomous mode, the Waymo AV slowed to a stop while entering a narrow roadway. As the Waymo AV started to slowly proceed forward, the test driver transitioned the vehicle to manual mode and proceeded forward, making contact with a parked passenger vehicle. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,,37.74575274,-122.4060703,1,1,1,0,1
Waymo LLC,Waymo LLC,7/21/2023,9:51,Yes,,2021.0,Jaguar,I-Pace,,,CA,Leavenworth Street at Golden Gate Avenue,San Francisco,San Francisco,CA,94102.0,,Yes,,,,,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford Contour 24v,,,CA,Yes,,,,,,2.0,,,"On July 21, 2023 at 9:51 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Leavenworth Street at Golden Gate Avenue.    The collision occurred while the Waymo AV was stopped in the leftmost lane of a two-lane, one-way road at the intersection of Leavenworth Street at Golden Gate Avenue. The Waymo AV was stopped before the intersection, yielding to blocking cross-traffic when the light turned yellow. At that point, a passenger car that had been stopped behind the Waymo AV passed the Waymo AV on the left and proceeded into the intersection. While passing the Waymo AV, the passenger car’s rear passenger side door made contact with the driver side rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The passenger car did not stop but appears to have sustained damage.  ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.78204496,-122.41388,[0],[0],[1],[1],[1]
Cruise LLC,Cruise,7/21/2023,1:56,Yes,,2022.0,Cruise,AV,,,CA,425 McAllister Street,San Francisco,San Francisco,CA,94102.0,Yes,,,,,,3,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,"Q60 (""Vehicle 2"")",,,CA,Yes,,,,,,3.0,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on McAllister Street between Van Ness Avenue and Polk Street. As the Cruise AV was slowing for a red light at the intersection with Polk Street, an Infiniti Q60 traveling westbound on McAllister Street failed to stop for the red light, entered the intersection, and made contact with a black sedan traveling southbound on Polk Street that entered the intersection on a green light. The Infiniti Q60 spun after contact and continued into the Cruise AV, damaging the front bumper fascia of the Cruise AV. The driver of the Infiniti Q60 was transported by police. There were no reported injuries and both the Infiniti Q60 and the black sedan were towed from the scene. ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.78038481,-122.4190192,0,0,1,1,1
Waymo LLC,Waymo LLC,7/22/2023,11:11,Yes,,2021.0,Jaguar,I-Pace,,,CA,13th Street east of Folsom Street,San Francisco,San Francisco,CA,94103.0,Yes,,,,,,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kia EV6,,,CA,,Yes,,,,,2.0,,,"On July 22, 2023 at 11:11 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on 13th Street east of Folsom Street.  The Waymo AV was facing east while stopped just left of the right turn lane on 13th Street, with stopped traffic to the right. After waiting to merge, the Waymo AV reversed slightly to reroute and while doing so, a sensor on the right front of the Waymo AV made contact with the left rear side of a vehicle in the right turn lane. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The other vehicle sustained damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.77294405,-122.4128925,0,1,1,1,1
Nuro Inc,Nuro Inc,7/24/2023,4:30,,Yes,2022.0,Toyota,Prius,,,CA,Monecito and Shoreline,Mountain View,Santa Clara,CA,94043.0,,Yes,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexus GX,,,,Yes,,,,,,2.0,,Yes,"On Monday, July 24th, a Nuro Prius operating in manual mode was stopped at a red light at the intersection of Monecito and Shoreline. The light turned green and the Nuro Prius was waiting for traffic ahead to proceed, when a vehicle approaching the intersection failed to slow down and rear-ended the Nuro Prius. No injuries were reported. The drivers exchanged insurance information. The Nuro Prius had minor damage to its rear bumper and lidar. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,2022.0,,37.40197353,-122.0787288,0,0,1,1,0
Waymo LLC,Waymo LLC,7/25/2023,3:04,,Yes,2021.0,Jaguar,I-Pace,,,CA,Harrison Street at 2nd Street,San Francisco,San Francisco,CA,94107.0,Yes,,,,,,2,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,2.0,,,"On July 25, 2023 at 3:04 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a pickup truck on Harrison Street at 2nd Street.   The Waymo AV was parallel parked along the curb on eastbound Harrison Street at 2nd Street when it began to pull away from the curb and into traffic. As the Waymo AV pulled away from the curb, a pickup truck that was traveling behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.7844715,-122.3951729,0,1,1,1,2
Cruise LLC,Cruise,7/28/2023,11:51,,Yes,2022.0,Cruise,AV,,,CA,1698 Van Ness Ave,San Francisco,San Francisco,CA,94109.0,Yes,,,,,,2,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Pickup truck,,,,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on Van Ness Avenue between California Street and Sacramento Street. As the Cruise AV was passing through the intersection with Sacramento Street on a green light, a bag lying on the roadway blew in front of the Cruise AV. The Cruise AV braked for the object, and a white pickup truck traveling behind the Cruise AV rear-ended the Cruise AV, damaging the rear right bumper, rear right quarter panel, and rear windshield. The driver of the white pickup truck left the scene without exchanging information. There were no reported injuries and the Cruise AV was towed.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.79145235,-122.4224468,0,0,1,1,2
Waymo LLC,Waymo LLC,7/29/2023,2:57,,Yes,2021.0,Jaguar,I-Pace,,,CA,Colorado Avenue near Ocean Avenue,Santa Monica,Los Angeles,CA,90401.0,,Yes,,Yes,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,1.0,,,"On July 29, 2023 at 2:57 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Santa Monica, California was in a collision involving a cyclist on Colorado Avenue near Ocean Avenue.  The Waymo AV was stopped in traffic on southwestbound Colorado Avenue when a cyclist that had been traveling behind the Waymo AV passed the Waymo AV on the right. As the cyclist passed the Waymo AV, the cyclist made contact with the front passenger side sensor of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,34.01760209,-118.4871457,-1,0,0,1,4
Cruise LLC,Cruise,7/30/2023,10:41,,Yes,2023.0,Cruise,AV,,,CA,3309 Mission St,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Sedan,,,,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was traveling northbound on Mission Street between Virginia Avenue and 29th Street. As the AV was yielding to oncoming traffic in preparation to make a left turn onto westbound 29th Street on a green light, a dark-colored BMW Sedan traveling behind the AV failed to stop and rear-ended the AV, damaging the rear passenger side bumper fascia and rear passenger side wheel molding of the AV. The driver of the dark-colored BMW Sedan left the scene without exchanging information. There were no reported injuries.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.74410678,-122.4206455,-1,0,1,1,1
Waymo LLC,Waymo LLC,8/2/2023,10:09,,Yes,2021.0,Jaguar,I-Pace,,,CA,Bush Street at Polk Street,San Francisco,San Francisco,CA,94109.0,,Yes,,,,,2,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subaru Outback 2.5i Limited,,,CA,Yes,,,,,,2.0,,,"On August 2, 2023 at 10:09 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Bush Street at Polk Street.  The Waymo AV was stopped at a red light on eastbound Bush Street at Polk Street. Shortly after the traffic light turned green and the Waymo AV began to proceed forward, the Waymo AV slowed to a stop. The SUV that was traveling closely behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage, and the trailing SUV left the scene without exchanging information. A passenger in the Waymo AV reported injuries.   ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Yes,37.78885391,-122.4203235,0,0,1,1,0
Cruise LLC,Cruise,8/8/2023,10:37,Yes,,2023.0,Cruise,AV,,,CA,901 Pennsylvania Ave,San Francisco,San Francisco,CA,94107.0,,Yes,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Freightliner,,,CA,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was traveling northbound on Pennsylvania Avenue between 23rd Street and 25th Street when the AV approached a double-parked semi-trailer truck in the AV’s lane of travel. The AV began to maneuver around and to the left of the semi-trailer truck and came to a stop for a stop sign at the intersection with 23rd Street. At the same time, the semi-trailer truck proceeded forward and, shortly thereafter, made contact with the AV. This caused damage to the front passenger side bumper fascia of the AV. The parties exchanged information and there were no reported injuries.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2016.0,Yes,37.75498361,-122.3926852,1,1,1,1,2
Waymo LLC,Waymo LLC,8/11/2023,7:38,,Yes,2021.0,Jaguar,I-Pace,,,CA,North Curson Avenue at Waring Avenue,Los Angeles,Los Angeles,CA,90046.0,Yes,,,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"On August 11, 2023 at 7:38 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a stationary object on North Curson Avenue at Waring Avenue.  The Waymo AV was pulling over to the right side of the road, when the test driver transitioned to manual mode and made contact with a recycling bin on the right side of the street. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage. ",,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,34.08536011,-118.3553251,-1,1,1,0,0
WERIDE CORP,WERIDE,8/11/2023,1:45,,Yes,2023.0,Nissan,Leaf,,,CA,Van Ness Ave between Eddy St and Turk St,San Francisco,San Francisco,CA,94109.0,,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Ford,,,,Yes,,,,,,,,Yes,"At 1:45pm, a WeRide vehicle  (Car 1) was parked at a Van Ness St. parking meter - between Eddy st. and Turk St. when another vehicle (Car 2) began reversing in front of the vehicle in question. The reversing vehicle (Car 2) ultimately collided with the front left corner of the WeRide vehicle (Car 1), causing minor damage to the front bumper. The reversing vehicle (Car 2) did not have any damage. Both drivers were able to confer with one another seconds after the incident took place. The reversing vehicle's driver did not possess any form of insurance or registration.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,1994.0,,37.78302058,-122.4208549,0,1,0,1,0
Waymo LLC,Waymo LLC,8/13/2023,9:01,,Yes,2021.0,Jaguar,I-Pace,,,CA,Howard Street at Fourth Street,San Francisco,San Francisco,CA,94103.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Hyundai Elantra,,,CA,Yes,,,,,,2.0,,Yes,"On August 13, 2023 at 9:01 PM a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Howard Street at Fourth Street.  The Waymo AV was traveling southwestbound on Howard Street in the second lane from the left as it was approaching Fourth Street. As the Waymo AV was proceeding straight through the intersection, the passenger car in the right adjacent lane made a left turn from a straight-only lane onto southeastbound Fourth Street. The rear of the passenger car made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both the Waymo AV and the passenger car sustained damage. ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2013.0,,37.78326305,-122.4027309,0,0,1,1,1
Cruise LLC,Cruise,8/14/2023,4:45,,Yes,2023.0,Cruise,AV,,,CA,131 Albion St,San Francisco,San Francisco,CA,94110.0,,Yes,,,,,2,,,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Ford truck,,,CA,Yes,,,,,,2.0,,,"A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was traveling southbound on Albion Street between 16th Street and Camp Street. At the same time, a Ford pickup truck was traveling northbound on Albion Street partially in the AV’s lane of travel. The AV stopped due to limited space to proceed forward due to the encroaching Ford pickup truck, and, shortly thereafter, the Ford pickup truck made contact with the AV, damaging the AV’s rear driver side bumper fascia, rear driver side quarter panel and rear driver side wheel molding. The driver of the Ford pickup truck left the scene without exchanging information. There were no reported injuries.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.7645144,-122.4225261,1,0,0,1,2
